Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Test Accuracy
1,1.0889315605163574,31.485795974731445,0.8574198096580895,0.8547413793103448,0.8537616229923922
2,31.137826919555664,0.7021152377128601,0.8574198096580895,0.8547413793103448,0.8537616229923922
3,0.6917101740837097,23.994693756103516,0.14258019034191047,0.14525862068965517,0.14623837700760778
4,23.90508270263672,5.044548511505127,0.1967747620726119,0.20043103448275862,0.20202874049027894
5,5.0259575843811035,0.5701906681060791,0.7945012336975679,0.7965517241379311,0.7814877430262046
6,0.5652772784233093,0.40788859128952026,0.9157560803665844,0.9146551724137931,0.9142011834319527
7,0.4151782691478729,0.3776369094848633,0.8670250264363765,0.8633620689655173,0.863905325443787
8,0.3754621744155884,0.6550528407096863,0.8574198096580895,0.8547413793103448,0.8537616229923922
9,0.6444582343101501,2.136021137237549,0.39434261543884386,0.38620689655172413,0.38292476754015214
10,2.123718023300171,0.5573899149894714,0.8574198096580895,0.8547413793103448,0.8537616229923922
11,0.548514723777771,0.6699018478393555,0.8574198096580895,0.8547413793103448,0.8537616229923922
12,0.6584522724151611,0.4818111062049866,0.8574198096580895,0.8547413793103448,0.8537616229923922
13,0.4735439121723175,0.4371758997440338,0.8574198096580895,0.8547413793103448,0.8537616229923922
14,0.4305335283279419,0.43809327483177185,0.8574198096580895,0.8547413793103448,0.8537616229923922
15,0.4315541386604309,0.4360579252243042,0.8574198096580895,0.8547413793103448,0.8537616229923922
16,0.4296039044857025,0.43158507347106934,0.8574198096580895,0.8547413793103448,0.8537616229923922
17,0.42533087730407715,0.4251377582550049,0.8574198096580895,0.8547413793103448,0.8537616229923922
18,0.41921690106391907,0.41873061656951904,0.8574198096580895,0.8547413793103448,0.8537616229923922
19,0.4132525324821472,0.4147290587425232,0.8574198096580895,0.8547413793103448,0.8537616229923922
20,0.409784197807312,0.4153854250907898,0.8574198096580895,0.8547413793103448,0.8537616229923922
21,0.4109717607498169,0.4179614782333374,0.8574198096580895,0.8547413793103448,0.8537616229923922
22,0.41383910179138184,0.41796067357063293,0.8574198096580895,0.8547413793103448,0.8537616229923922
23,0.4138382375240326,0.4162546396255493,0.8574198096580895,0.8547413793103448,0.8537616229923922
24,0.4119620621204376,0.41469618678092957,0.8574198096580895,0.8547413793103448,0.8537616229923922
25,0.41013404726982117,0.41448870301246643,0.8574198096580895,0.8547413793103448,0.8537616229923922
26,0.4096376895904541,0.41528376936912537,0.8574198096580895,0.8547413793103448,0.8537616229923922
27,0.4102118909358978,0.4153900444507599,0.8574198096580895,0.8547413793103448,0.8537616229923922
28,0.4102988839149475,0.414894700050354,0.8574198096580895,0.8547413793103448,0.8537616229923922
29,0.4099050462245941,0.41444259881973267,0.8574198096580895,0.8547413793103448,0.8537616229923922
30,0.40962183475494385,0.41448789834976196,0.8574198096580895,0.8547413793103448,0.8537616229923922
31,0.40984365344047546,0.4145544469356537,0.8574198096580895,0.8547413793103448,0.8537616229923922
32,0.4099421501159668,0.414400190114975,0.8574198096580895,0.8547413793103448,0.8537616229923922
33,0.40967562794685364,0.4145313501358032,0.8574198096580895,0.8547413793103448,0.8537616229923922
34,0.4096585810184479,0.414751261472702,0.8574198096580895,0.8547413793103448,0.8537616229923922
35,0.409799724817276,0.41462764143943787,0.8574198096580895,0.8547413793103448,0.8537616229923922
