Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Test Accuracy
1,2290915072.0,36405866496.0,0.5370109270356009,0.5375,0.5346576500422654
2,46922743808.0,3197319249920.0,0.44924215720831867,0.44612068965517243,0.4467455621301775
3,3975590182912.0,26927687532544.0,0.5036129714487134,0.5168103448275863,0.5063398140321217
4,24100149919744.0,1139380715520.0,0.7642756432851604,0.7646551724137931,0.7637362637362637
5,853537325056.0,785815109632.0,0.7929150511103278,0.7862068965517242,0.7840236686390533
6,720009297920.0,4611950247936.0,0.7644518857948537,0.7693965517241379,0.7654268808114962
7,3546371325952.0,3359082545152.0,0.6334155798378569,0.6241379310344828,0.6318681318681318
8,5660700835840.0,108947955712.0,0.8197920338385618,0.8168103448275862,0.8131868131868132
9,467337609216.0,9432059609088.0,0.7455939372576665,0.7530172413793104,0.7489433643279797
10,7161000230912.0,4095976931328.0,0.7678004934790271,0.7702586206896552,0.7704987320371935
11,3135588794368.0,1305418530816.0,0.7701797673598872,0.7637931034482759,0.7628909551986475
12,2954805641216.0,1018322485248.0,0.7828692280578076,0.775,0.7709213863060017
13,2829938851840.0,43333939200.0,0.8568910821290096,0.8547413793103448,0.852916314454776
14,344393121792.0,59334496256.0,0.8568029608741629,0.853448275862069,0.852916314454776
15,66738769920.0,311504699392.0,0.853013746915756,0.8491379310344828,0.8486897717666948
16,297980723200.0,122156613632.0,0.8573316884032428,0.8547413793103448,0.8537616229923922
17,174404173824.0,141875216384.0,0.8565385971096229,0.8543103448275862,0.8516483516483516
18,246205153280.0,156058124288.0,0.8529256256609095,0.8495689655172414,0.8478444632290786
19,932317495296.0,161067745280.0,0.8553048995417695,0.8517241379310345,0.8508030431107354
20,462409465856.0,175699607552.0,0.8572435671483962,0.8547413793103448,0.8533389687235841
21,271244165120.0,185679151104.0,0.8574198096580895,0.8547413793103448,0.8537616229923922
22,234100719616.0,256650362880.0,0.8563623545999295,0.853448275862069,0.8533389687235841
23,223787859968.0,719529967616.0,0.8521325343672894,0.8482758620689655,0.849535080304311
24,734868144128.0,140262326272.0,0.8571554458935495,0.8547413793103448,0.8537616229923922
25,333621559296.0,113709162496.0,0.851956291857596,0.8487068965517242,0.8474218089602705
26,195430973440.0,93601890304.0,0.851956291857596,0.8474137931034482,0.8465765004226543
27,169858138112.0,77622476800.0,0.8550405357772295,0.8508620689655172,0.8516483516483516
28,179384729600.0,66461855744.0,0.8549524145223828,0.8525862068965517,0.8516483516483516
29,178742771712.0,58323013632.0,0.8551286570320762,0.8517241379310345,0.8516483516483516
30,175668985856.0,52709191680.0,0.8548642932675361,0.8517241379310345,0.849112426035503
