Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Test Accuracy
1,8896829440.0,22808152064.0,0.6810891787099048,0.6672413793103448,0.665257819103973
2,27128786944.0,1098015440896.0,0.6265421219598167,0.6099137931034483,0.6174978867286559
3,1447920271360.0,1139114246144.0,0.5667077899189285,0.5702586206896552,0.5659340659340659
4,1154682716160.0,611867426816.0,0.43778639407825165,0.4254310344827586,0.43322062552831786
5,772630839296.0,358898565120.0,0.5274938315121608,0.5206896551724138,0.5232459847844463
6,370112856064.0,76745957376.0,0.7579309129362002,0.7637931034482759,0.7650042265426881
7,57039745024.0,2523027968.0,0.8296616143813887,0.8284482758620689,0.8250211327134404
8,12517068800.0,112569819136.0,0.7759076489249207,0.7659482758620689,0.7692307692307693
9,138261331968.0,195527720960.0,0.7778463165315475,0.7693965517241379,0.7713440405748098
10,175602630656.0,102058475520.0,0.8079837856891082,0.809051724137931,0.8026204564666103
11,85200748544.0,58710507520.0,0.7730877687698273,0.7599137931034483,0.7620456466610313
12,120387461120.0,30433822720.0,0.7903595347197744,0.7797413793103448,0.7852916314454776
13,77396090880.0,29951414272.0,0.8227881565033486,0.8107758620689656,0.8186813186813187
14,42977185792.0,55338303488.0,0.8203207613676419,0.8137931034482758,0.8144547759932376
15,41356677120.0,40825835520.0,0.834684525907649,0.8336206896551724,0.8313609467455622
16,30028283904.0,1710038272.0,0.8552167782869228,0.8538793103448276,0.8499577345731192
17,4433236480.0,880597120.0,0.8531899894254494,0.8487068965517242,0.8499577345731192
18,4193488640.0,6679076864.0,0.812830454705675,0.7974137931034483,0.8064243448858833
19,21635729408.0,1256598784.0,0.8461402890377159,0.8422413793103448,0.8444632290786137
20,5834151936.0,1549122560.0,0.8571554458935495,0.853448275862069,0.8541842772612004
21,2650562560.0,2076536576.0,0.8573316884032428,0.8543103448275862,0.8537616229923922
22,3201477376.0,2682549760.0,0.8572435671483962,0.8543103448275862,0.852916314454776
23,3848349440.0,3372378112.0,0.8568910821290096,0.8538793103448276,0.8524936601859678
